minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
36,Road Runner,0.6264886223387794,25.46841178753484,13.029357236817047,36.699249787792375,7.160740168569275,20.783523274409035,11.182998837434655,25.992460392185272
36,Foghorn Leghorn,0.6017745731600348,29.376651209413684,14.570771277743853,33.32114535679914,7.060507704656039,20.155158740926712,13.857646918369282,26.215626699487196
36,Bugs Bunny,0.6353942050095144,30.721521352810047,16.442474642425907,29.82258157385528,6.8385326398952255,22.502211427060985,15.081072359688736,25.42615637686277
36,Elmer Fudd,0.620165156520341,29.639107476056704,15.726807757803495,35.17139217994124,5.743958061238946,25.90791618766714,12.76595630095767,23.005846775430697
36,Lola Bunny,0.6395108726448804,33.206933752364726,13.159440247353007,34.00268481441842,4.6119021047225,27.181420591509006,16.614812266665172,30.02421782581053
36,Porky Pig,0.612655330952455,30.143252338815348,14.547149989804744,39.204372523444874,4.8141583221408855,20.51988918903166,15.008002149841033,32.38272621508242
36,Tasmanian Devil,0.607534750740025,27.082944514116623,15.54496625733529,36.83419568331949,7.009641823866046,24.457274158222724,5.912840642115282,14.200342743014005
36,Gossamer,0.6037982245484008,29.31610659636489,14.709399451029846,32.89619670229234,8.548532384295523,13.047221697707975,13.029160697777172,28.872696916857123
36,Granny,0.6098093512112619,29.47136459850737,14.196497359539993,34.22528864939154,6.153212331184708,22.35739506020617,14.454730546356007,27.124694671773007
36,Wile E. Coyote,0.6257705338105345,32.62383618985984,13.7347111243098,36.13779429063565,7.0989751961967675,19.032407215425255,16.331109101496896,34.17300710876924
36,Tweety,0.6002808155852362,31.46914457095555,13.569489532334883,33.766456046465805,6.328744227463564,27.67014672823637,12.669466361823302,21.039213254735564
36,Penelope,0.6163288125657281,28.114787309958093,15.23155332146186,30.568660392839146,11.155303314491356,22.564197003777792,14.371121036065642,23.096672309443143
36,Daffy Duck,0.6295628297987216,28.785847837901812,15.03797617536191,31.42230725481945,4.932180088689984,18.206532441512767,14.379409774417676,28.80856904140696
